0		0
0.01		0
0.02		0
0.03		0.0797811
0.04		1.53977
0.05		-0.383749
0.06		4.89204
0.07		0.847894
0.08		1.73763
0.09		3.20141
0.1		5.90684
0.11		3.51197
0.12		9.92684
0.13		4.28666
0.14		5.79012
0.15		2.43899
0.16		-1.52802
0.17		-0.992802
0.18		2.79161
0.19		3.07747
0.2		3.10491
0.21		-3.91183
0.22		8.5415
0.23		6.66607
0.24		5.15648
0.25		1.47591
0.26		-0.447824
0.27		0.376862
0.28		6.44687
0.29		6.30068
0.3		9.90271
0.31		1.88247
0.32		2.01888
0.33		-1.70831
0.34		1.54847
0.35		18.3434
0.36		1.03237
0.37		-0.782057
0.38		23.0918
0.39		18.8922
0.4		2.20988
0.41		7.243
0.42		-0.785869
0.43		16.0659
0.44		19.5504
0.45		26.3294
0.46		15.2567
0.47		9.48451
0.48		26.6418
0.49		30.2413
0.5		22.2221
0.51		4.90166
0.52		18.3374
0.53		18.6088
0.54		31.2991
0.55		20.4188
0.56		16.3087
0.57		23.0349
0.58		13.6973
0.59		33.9275
0.6		17.6247
0.61		19.0126
0.62		17.5507
0.63		11.9678
0.64		22.3034
0.65		64.5683
0.66		94.5785
0.67		25.6527
0.68		3.075
0.69		15.5051
0.7		24.6165
0.71		40.933
0.72		47.6058
0.73		3.71261
0.74		16.2604
0.75		72.6766
0.76		58.1849
0.77		31.1271
0.78		107.53
0.79		72.6652
0.8		24.4202
0.81		22.6565
0.82		51.3827
0.83		64.514
0.84		46.9104
0.85		35.6273
0.86		37.0772
0.87		35.0298
0.88		37.615
0.89		36.226
0.9		68.478
0.91		64.6748
0.92		28.1875
0.93		34.5583
0.94		28.7325
0.95		23.8311
0.96		25.5281
0.97		39.8686
0.98		36.5611
0.99		40.4766
1		8.14368
1.01		60.629
1.02		57.7069
1.03		128.735
1.04		109.566
1.05		77.8344
1.06		33.6298
1.07		75.0863
1.08		49.2509
1.09		30.3987
1.1		77.2795
1.11		99.7295
1.12		143.098
1.13		121.701
1.14		106.134
1.15		83.3896
1.16		93.2886
1.17		138.982
1.18		169.742
1.19		89.7777
1.2		150.379
1.21		160.21
1.22		125.994
1.23		128.783
1.24		103.631
1.25		186.069
1.26		166.105
1.27		99.2863
1.28		106.021
1.29		148.227
1.3		116.094
1.31		101.28
1.32		123.329
1.33		353.494
1.34		261.111
1.35		143.511
1.36		287.509
1.37		307.501
1.38		244.226
1.39		355.334
1.4		606.435
1.41		469.905
1.42		181.394
1.43		467.592
1.44		531.682
1.45		377.761
1.46		170.589
1.47		203.536
1.48		209.736
1.49		480.807
1.5		320.746
1.51		650.342
1.52		191.363
1.53		292.714
1.54		328.661
1.55		418.457
1.56		378.904
1.57		213.194
1.58		236.901
1.59		128.874
1.6		151.763
1.61		163.665
1.62		100.766
1.63		197.291
1.64		188.892
1.65		225.061
1.66		220.755
1.67		199.489
1.68		394.873
1.69		194.873
1.7		179.1
1.71		185.267
1.72		147.91
1.73		343.255
1.74		185.463
1.75		364.987
1.76		461.71
1.77		331.625
1.78		433.687
1.79		496.132
1.8		310.556
1.81		190.438
1.82		536.158
1.83		343.338
1.84		144.215
1.85		338.396
1.86		242.799
1.87		129.895
1.88		148.647
1.89		124.39
1.9		269.422
1.91		111.637
1.92		128.215
1.93		118.138
1.94		117.881
1.95		143.311
1.96		126.606
1.97		102.911
1.98		162.579
1.99		129.16
2		96.475
2.01		97.9906
2.02		93.2903
2.03		110.453
2.04		117.649
2.05		72.0507
2.06		220.435
2.07		203.283
2.08		124.379
2.09		122.262
2.1		94.9144
2.11		305.85
2.12		236.084
2.13		113.646
2.14		148.124
2.15		98.4563
2.16		172.231
2.17		305.68
2.18		186.92
2.19		495.563
2.2		527.441
2.21		349.604
2.22		558.556
2.23		439.291
2.24		564.551
2.25		684.221
2.26		694.338
2.27		456.783
2.28		589.165
2.29		161.339
2.3		230.503
2.31		462.928
2.32		281.791
2.33		388.595
2.34		597.736
2.35		434.152
2.36		291.295
2.37		215.392
2.38		150.474
2.39		127.939
2.4		133.64
2.41		137.274
2.42		83.4002
2.43		118.671
2.44		108.395
2.45		107.755
2.46		92.0317
2.47		55.4932
2.48		81.0889
2.49		88.2797
2.5		80.8977
2.51		69.4719
2.52		84.5074
2.53		98.5444
2.54		120.108
2.55		77.4373
2.56		112.894
2.57		157.785
2.58		95.7385
2.59		96.8693
2.6		128.182
2.61		99.9284
2.62		107.691
2.63		106.946
2.64		89.542
2.65		79.3464
2.66		133.233
2.67		150.107
2.68		116.154
2.69		100.106
2.7		71.6815
2.71		29.3769
2.72		36.5579
2.73		99.5402
2.74		89.7487
2.75		274.503
2.76		305.982
2.77		358.966
2.78		351.141
2.79		284.951
2.8		409.685
2.81		424.657
2.82		460.019
2.83		480.651
2.84		510.442
2.85		371.141
2.86		302.919
2.87		396.762
2.88		422.754
2.89		397.358
2.9		507.829
2.91		333.291
2.92		243.018
2.93		297.454
2.94		263.57
2.95		283.573
2.96		139.385
2.97		69.5243
2.98		119.885
2.99		67.9054
3		105.518
3.01		166.503
3.02		97.1812
3.03		304.247
3.04		344.677
3.05		172.881
3.06		112.484
3.07		161.759
3.08		131.93
3.09		196.276
3.1		114.015
3.11		163.273
3.12		107.854
3.13		109.222
3.14		54.3359
3.15		74.1144
3.16		158.512
3.17		65.6915
3.18		169.862
3.19		127.02
3.2		73.236
3.21		128.158
3.22		170.229
3.23		155.794
3.24		62.8926
3.25		82.7061
3.26		80.9467
3.27		83.2783
3.28		40.3054
3.29		71.3545
3.3		55.7091
3.31		57.1033
3.32		79.5517
3.33		58.2405
3.34		67.8294
3.35		56.2543
3.36		68.4986
3.37		76.7273
3.38		36.7746
3.39		16.6778
3.4		22.7974
3.41		47.885
3.42		21.943
3.43		53.3299
3.44		62.8761
3.45		48.497
3.46		52.129
3.47		19.1926
3.48		42.4391
3.49		45.5852
3.5		26.1322
3.51		42.9697
3.52		61.6366
3.53		59.9729
3.54		38.4924
3.55		34.3945
3.56		32.2803
3.57		23.3543
3.58		41.1587
3.59		35.9906
3.6		23.6052
3.61		33.3598
3.62		41.6409
3.63		34.1793
3.64		36.2042
3.65		49.3612
3.66		23.4709
3.67		56.8075
3.68		19.561
3.69		76.2774
3.7		56.2687
3.71		33.8603
3.72		13.0532
3.73		27.4352
3.74		32.6414
3.75		43.6099
3.76		40.121
3.77		51.0061
3.78		41.0753
3.79		30.1421
3.8		52.6203
3.81		29.652
3.82		29.8778
3.83		33.6898
3.84		42.4584
3.85		37.3806
3.86		31.5804
3.87		37.6388
3.88		44.9263
3.89		25.9215
3.9		39.7118
3.91		31.0598
3.92		21.4208
3.93		39.5112
3.94		48.1468
3.95		29.8315
3.96		22.5888
3.97		46.5019
3.98		32.3552
3.99		18.9776
4		26.2793
4.01		17.5541
4.02		24.946
4.03		12.5735
4.04		21.321
4.05		29.1824
4.06		61.0866
4.07		47.9294
4.08		72.5363
4.09		37.5022
4.1		34.6527
4.11		37.3677
4.12		35.905
4.13		33.5871
4.14		40.4418
4.15		48.6081
4.16		46.7829
4.17		35.2425
4.18		50.593
4.19		48.7778
4.2		40.7656
4.21		64.1901
4.22		14.0214
4.23		82.77
4.24		80.3428
4.25		21.3732
4.26		32.6535
4.27		38.0388
4.28		23.1881
4.29		18.3905
4.3		54.9451
4.31		57.5026
4.32		57.055
4.33		33.4191
4.34		44.0387
4.35		25.7029
4.36		33.6856
4.37		42.6886
4.38		33.7617
